ID	Source	Change	Target
Maya1518	Leti'e' u k'aaba'e'	PERSON:1_SI	Tene' in k'aaba'e'
Maya1519	To'one' k k'aaba'e'	PERSON:1_SI	Tene' in k'aaba'e'
Maya1520	To'one' in k'aaba'one'	PERSON:1_SI	Tene' in k'aaba'e'
Maya1521	Te'exe' a k'aaba'exe'	PERSON:1_SI	Tene' in k'aaba'e'
Maya1522	Leti'obe' u k'aaba'obe'	PERSON:1_SI	Tene' in k'aaba'e'
Maya1167	Ma' wáaj jach k'a'abéet u bin merkaadoi'	PERSON:1_SI	Ma' wáaj jach k'a'abéet in bin merkaadoi'
Maya1168	Ma' wáaj jach k'a'abéet u bino'ob merkaadoi'	PERSON:1_SI	Ma' wáaj jach k'a'abéet in bin merkaadoi'
Maya1198	Yaan wáaj a bin paarkée	SUBTYPE:DEC	Yaan a bin paarkée
Maya1677	Yaan wáaj ti' te'ex kex 17 ja'abo'ob	SUBTYPE:DEC	Yaan ti' te'ex 17 ja'abo'ob
Maya1678	Mina'an wáaj ti'ob 17 ja'abo'ob	"TYPE:AFF, SUBTYPE:DEC"	Yaan ti' te'ex 17 ja'abo'ob
Maya1352	K'aaynajech tu naajil xook	PERSON:1_SI	K'aaynajen tu naajil xook
Maya1353	K'aaynajo'ob tu naajil xook	PERSON:1_SI	K'aaynajen tu naajil xook
Maya1354	K'aaynaje'ex tu naajil xook	PERSON:1_SI	K'aaynajen tu naajil xook
Maya1609	Yaan wáaj u manik u najil	PERSON:2_SI	Yaan wáaj a manik a najil
Maya1610	Mix tu manik u najil	"TYPE:AFF, SUBTYPE:INT, PERSON:2_SI"	Yaan wáaj a manik a najil
Maya1610a	Mix tu manik u najil	"TYPE:AFF, SUBTYPE:INT"	Yaan wáaj u manik u najil
Maya1610b	Yaan u manik u najil	SUBTYPE:INT	Yaan wáaj u manik u najil
Maya1610c	Mix tu manik u najil	TYPE:AFF	Yaan u manik u najil
Maya1147	Leti'e' ajkoonol ichil merkaado	PERSON:1_SI	Tene' ajkoonolen ichil merkaado
Maya1148	Teche' ajkoonolech ichil merkaado	PERSON:1_SI	Tene' ajkoonolen ichil merkaado
Maya1149	To'one' ajkoonolo'on ichil merkaado	PERSON:1_SI	Tene' ajkoonolen ichil merkaado
Maya1150	Te'exe' ajkoonole'ex ichil merkaado	PERSON:1_SI	Tene' ajkoonolen ichil merkaado
Maya1190	Jayp'éel k'iino'ob ku bin merkaado	PERSON:2_SI	Jayp'éel k'iino'ob ka bin merkaado
Maya1191	Jayp'éel k'iino'ob ku bino'ob merkaado	PERSON:2_SI	Jayp'éel k'iino'ob ka bin merkaado
Maya1192	Jayp'éel k'iino'ob ka bine'ex merkaado	PERSON:2_SI	Jayp'éel k'iino'ob ka bin merkaado
Maya1661	Ma' ts'oka'an in beeli'	PERSON:1_SI	Ts'oka'an wáaj in beel
Maya1662	Tene' ma' ts'oka'an in beeli'	PERSON:1_SI	Ts'oka'an wáaj in beel
Maya1173	Leti'e' áak'ab wáaj ku bin merkaado	PERSON:2_SI	Teche' áak'ab wáaj ka bin merkaado
Maya1174	To'one' áak'ab wáaj k bin merkaado	PERSON:2_SI	Teche' áak'ab wáaj ka bin merkaado
Maya1175	Te'exe' áak'ab wáaj ka bine'ex merkaado	PERSON:2_SI	Teche' áak'ab wáaj ka bin merkaado
Maya1665	Ma' múul kajakbal tu yéeteli'	TYPE:AFF	Múul kajakbal tu yéetel
Maya1207	Ta konaj wáaj a wotoch	SUBTYPE:DEC	Ta konaj a wotoch
Maya1685	Ma' wáaj k'aja'anto'on buka'aj k ja'abili'	SUBTYPE:DEC	Ma' k'aja'anto'on buka'aj k ja'abili'
Maya1200	Jsa'atech wáaj te' paarkéeo'	SUBTYPE:DEC	Jsa'atech te' paarkéeo'
Maya1729	Kin manik ja'as tu k'íiwikil koonol	ASPECT:PRG	Táan in manik ja'as tu k'íiwikil koonol
Maya1730	Ts'o'ok in manik ja'as tu k'íiwikil koonol	ASPECT:PRG	Táan in manik ja'as tu k'íiwikil koonol
Maya1731	Táant in manik ja'as tu k'íiwikil koonole'	ASPECT:PRG	Táan in manik ja'as tu k'íiwikil koonol
Maya1732	K'a'abéet in manik ja'as tu k'íiwikil koonol	ASPECT:PRG	Táan in manik ja'as tu k'íiwikil koonol
Maya1733	Yaan in manik ja'as tu k'íiwikil koonol	ASPECT:PRG	Táan in manik ja'as tu k'íiwikil koonol
Maya1464	Teche' jbúulech	PERSON:1_SI	Tene' jbúulen
Maya1465	Leti'e' jbúulij	PERSON:1_SI	Tene' jbúulen
Maya1466	To'one' jbúulo'on	PERSON:1_SI	Tene' jbúulen
Maya1467	Te'exe' jbúule'ex	PERSON:1_SI	Tene' jbúulen
Maya1720	Táan in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:HAB	Kin manik ya'abach ba'alob tu k'íiwikil koonol
Maya1721	Ts'o'ok in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:HAB	Kin manik ya'abach ba'alob tu k'íiwikil koonol
Maya1722	Yaan in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:HAB	Kin manik ya'abach ba'alob tu k'íiwikil koonol
Maya1723	Je'el in manik ya'abach ba'alob tu k'íiwikil koonole'	ASPECT:HAB	Kin manik ya'abach ba'alob tu k'íiwikil koonol
Maya1724	K'a'abéet in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:HAB	Kin manik ya'abach ba'alob tu k'íiwikil koonol
Maya1725	Káaj in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:HAB	Kin manik ya'abach ba'alob tu k'íiwikil koonol
Maya1726	Suuk in manik ya'abach ba'alob tu k'íiwikil koonol	ASPECT:HAB	Kin manik ya'abach ba'alob tu k'íiwikil koonol
Maya1727	Taak in manik ya'abach ba'alo'ob tu k'íiwikil koonol	ASPECT:HAB	Kin manik ya'abach ba'alob tu k'íiwikil koonol
Maya1728	Táant in manik ya'abach ba'alob tu k'íiwikil koonole'	ASPECT:HAB	Kin manik ya'abach ba'alob tu k'íiwikil koonol
Maya1611	Ta konaj wáaj a najil	SUBTYPE:DEC	Ta konaj a najil
Maya1311	Jweenech ich kool	PERSON:1_SI	Jweenen ich kool
Maya1312	Jweeno'ob ich kool	PERSON:1_SI	Jweenen ich kool
Maya1313	Jweene'ex ich kool	PERSON:1_SI	Jweenen ich kool
Maya1323	Ta meentik janal ich kool	PERSON:1_SI	Tin meentik janal ich kool
Maya1324	Tu meentik janal ich kool	PERSON:1_SI	Tin meentik janal ich kool
Maya1325	Tu meentiko'ob janal ich kool	PERSON:1_SI	Tin meentik janal ich kool
Maya1326	Ta meentike'ex janal ich kool	PERSON:1_SI	Tin meentik janal ich kool
Maya1430	Yaan wáaj u báaxal tu naajil báaxal	PERSON:2_SI	Yaan wáaj a báaxal tu naajil báaxal
Maya1431	Yaan wáaj k báaxal tu naajil báaxal	PERSON:2_SI	Yaan wáaj a báaxal tu naajil báaxal
Maya1432	Yaan wáaj a báaxale'ex tu naajil báaxal	PERSON:2_SI	Yaan wáaj a báaxal tu naajil báaxal
Maya1433	Yaan wáaj u báaxalo'ob tu naajil báaxal	PERSON:2_SI	Yaan wáaj a báaxal tu naajil báaxal
Maya1156	Jach k'a'abéet in bin merkaado	PERSON:2_SI	Jach k'a'abéet a bin merkaado
Maya1157	Jach k'a'abéet u bin merkaado	PERSON:2_SI	Jach k'a'abéet a bin merkaado
Maya1158	Jach k'a'abéet u bino'ob merkaado	PERSON:2_SI	Jach k'a'abéet a bin merkaado
Maya1159	Jach k'a'abéet a bine'ex merkaado	PERSON:2_SI	Jach k'a'abéet a bin merkaado
Maya1686	Ma' u yojel u ja'abili'	TYPE:AFF	Tu u yojel u ja'abili'
Maya1497	Ma' ts'oka'an a beeli'	PERSON:1_SI	Ma' ts'oka'an in beeli'
Maya1498	Ma' ts'oka'an u beeli'	PERSON:1_SI	Ma' ts'oka'an in beeli'
Maya1499	Ma' ts'oka'an k beeli'	PERSON:1_SI	Ma' ts'oka'an in beeli'
Maya1500	Ma' ts'oka'an a beele'exi'	PERSON:1_SI	Ma' ts'oka'an in beeli'
Maya1501	Ma' ts'oka'an u beelo'obi'	PERSON:1_SI	Ma' ts'oka'an in beeli'
Maya1559	Ta núukaj buka'aj a ja'abil	PERSON:1_SI	Tin núukaj buka'aj in ja'abil
Maya1560	Tu núukaj buka'aj u ja'abil	PERSON:1_SI	Tin núukaj buka'aj in ja'abil
Maya1561	Tek núukaj buka'aj k ja'abil	PERSON:1_SI	Tin núukaj buka'aj in ja'abil
Maya1562	Ta núukaje'ex buka'aj a ja'abile'ex	PERSON:1_SI	Tin núukaj buka'aj in ja'abil
Maya1563	Tu núukaj buka'aj u ja'abilo'ob	PERSON:1_SI	Tin núukaj buka'aj in ja'abil
Maya1205	Ta manaj wáaj a wotoch	SUBTYPE:DEC	Ta manaj a wotoch
Maya1206	Ma' tin manaj in wotochi'	PERSON:2_SI	Ta manaj a wotoch
Maya1254	Leti'e' ku bin xíimbal ta wotoch	PERSON:1_SI	Tene' kin bin xíimbal ta wotoch
Maya1255	Leti'e' ku bin xíimbal ta wotoch	PERSON:1_SI	Tene' kin bin xíimbal ta wotoch
Maya1256	To'one' k bin xíimbal ta wotoch	PERSON:1_SI	Tene' kin bin xíimbal ta wotoch
Maya1742	Táant in wilikech te' tu kúuchil báaxalo'	ASPECT:HAB	Kin wilikech te' tu kúuchil báaxalo'
Maya1743	Yaan in wilikech te' tu kúuchil báaxalo'	ASPECT:HAB	Kin wilikech te' tu kúuchil báaxalo'
Maya1346	Ka ts'íib tu naajil xook	PERSON:1_SI	Kin ts'íib tu naajil xook
Maya1347	Ka ts'íibe'ex tu naajil xook	PERSON:1_SI	Kin ts'íib tu naajil xook
Maya1348	ku ts'íibo'ob tu naajil xook	PERSON:1_SI	Kin ts'íib tu naajil xook
Maya1412	Yaan a xook tu naajil xook	PERSON:1_SI	Yaan in xook tu naajil xook
Maya1413	Yaan u xook tu naajil xook	PERSON:1_SI	Yaan in xook tu naajil xook
Maya1414	Yaan k xook tu naajil xook	PERSON:1_SI	Yaan in xook tu naajil xook
Maya1415	Yaan a xooke'ex tu naajil xook	PERSON:1_SI	Yaan in xook tu naajil xook
Maya1416	Yaan u xooko'ob tu naajil xook	PERSON:1_SI	Yaan in xook tu naajil xook
Maya1145	Ts'o'ok in bin koonol tu k'íiwikil koonol	ASPECT:HAB	Kin bin koonol tu k'íiwikil koonol
Maya1146	Je'el in bin koonol tu k'íiwikil koonole'	ASPECT:HAB	Kin bin koonol tu k'íiwikil koonol
Maya1209	Yaan in suut koonol merkaado	ASPECT:PRG	Táan in suut koonol merkaado
Maya1210	Taak in suut koonol merkaado	ASPECT:PRG	Táan in suut koonol merkaado
Maya1211	K'a'abéet in suut koonol merkaado	ASPECT:PRG	Táan in suut koonol merkaado
Maya1212	Kin suut koonol merkaado	ASPECT:PRG	Táan in suut koonol merkaado
Maya1213	Suuk in suut koonol merkaado	ASPECT:PRG	Táan in suut koonol merkaado
Maya1214	Ts'o'ok in suut koonol merkaado	ASPECT:PRG	Táan in suut koonol merkaado
Maya1215	Káaj in suut koonol merkaado	ASPECT:PRG	Táan in suut koonol merkaado
Maya1216	Táant in suut koonol merkaadoe'	ASPECT:PRG	Táan in suut koonol merkaado
Maya1574	Teche' ti' kajakbalech tu yotoche'	PERSON:1_SI	Tene' ti' kajakbalen tu yotoche'
Maya1575	Leti'e' ti' kajakbal tu yotoche'	PERSON:1_SI	Tene' ti' kajakbalen tu yotoche'
Maya1576	To'one' ti' kajakbalo'on tu yotoche'	PERSON:1_SI	Tene' ti' kajakbalen tu yotoche'
Maya1577	Te'exe' ti' kajakbale'ex tu yotoche'	PERSON:1_SI	Tene' ti' kajakbalen tu yotoche'
Maya1578	Leti'obe' ti' kajakbalo'ob tu yotoche'	PERSON:1_SI	Tene' ti' kajakbalen tu yotoche'
Maya1362	Teche' yaan tech xook ti' español	PERSON:1_SI	Tene' yaan ten xook ti' español
Maya1363	Leti'e' yaan xook ti' español	PERSON:1_SI	Tene' yaan ten xook ti' español
Maya1364	To'onen yaanto'on xook ti' español	PERSON:1_SI	Tene' yaan ten xook ti' español
Maya1365	Te'exe' yaan te'ex xook ti' español	PERSON:1_SI	Tene' yaan ten xook ti' español
Maya1641	Ma' ma'alob jk'a'amiken naajil xooki'	TYPE:AFF	Ma'alob jk'a'amiken tu naajil xook
Maya1739	Máax yéetel ts'o'ok a bin koonol tu kúuchil báaxal	ASPECT:HAB	Máax yéetel ka bin koonol tu kúuchil báaxal
Maya1740	Máax yéetel je'el a bin koonol tu kúuchil báaxale'	ASPECT:HAB	Máax yéetel ka bin koonol tu kúuchil báaxal
Maya1668	Leti'e' múul kajakbal tek éetel wáaj	SUBTYPE:DEC	Leti'e' múul kajakbal tek éetel
Maya1163	Jach wáaj k'a'abéet in bin merkaado	PERSON:2_SI	Jach wáaj k'a'abéet a bin merkaado
Maya1164	Jach wáaj k'a'abéet u bin merkaado	PERSON:2_SI	Jach wáaj k'a'abéet a bin merkaado
Maya1165	Jach wáaj k'a'abéet u bino'ob merkaado	PERSON:2_SI	Jach wáaj k'a'abéet a bin merkaado
Maya1166	Jach wáaj k'a'abéet a bine'ex merkaado	PERSON:2_SI	Jach wáaj k'a'abéet a bin merkaado
Maya1021	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:2_SI	Táan wáaj a bin koonol tu k'íiwikil koonol
Maya1022	Táan wáaj u bin koonol tu k'íiwikil koonol	PERSON:2_SI	Táan wáaj a bin koonol tu k'íiwikil koonol
Maya1023	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:2_SI	Táan wáaj a bin koonol tu k'íiwikil koonol
Maya1024	Táan wáaj u bino'ob koonol tu k'íiwikil koonol	PERSON:2_SI	Táan wáaj a bin koonol tu k'íiwikil koonol
Maya1025	Táan wáaj a bine'ex koonol tu k'íiwikil koonol	PERSON:2_SI	Táan wáaj a bin koonol tu k'íiwikil koonol
Maya1026	Táan wáaj k bin koonol tu k'íiwikil koonol	PERSON:2_SI	Táan wáaj a bin koonol tu k'íiwikil koonol
Maya1663	Ma' ts'oka'an u beelo'obi'	PERSON:3_PL	Ts'oka'an wáaj u beelo'ob
Maya1664	Leti'obe' ma' ts'oka'an u beelo'obi'	PERSON:3_PL	Ts'oka'an wáaj u beelo'ob
Maya1579	Ma' kajakbalech tin wotochi'	PERSON:1_SI	Ma' kajakbalen tin wotochi'
Maya1580	Ma' kajakbal tin wotochi'	PERSON:1_SI	Ma' kajakbalen tin wotochi'
Maya1581	Ma' kajakbalo'on tin wotochi'	PERSON:1_SI	Ma' kajakbalen tin wotochi'
Maya1582	Ma' kajakbalo'ob tin wotochi'	PERSON:1_SI	Ma' kajakbalen tin wotochi'
Maya1637	Tin wáaj konaj u k'áaxil in kool	SUBTYPE:DEC	Tin konaj u k'áaxil in kool
Maya1638	Ma' tin konaj u k'áaxil in kooli'	TYPE:AFF	Tin konaj u k'áaxil in kool
Maya1138	Yaan in bin koonol tu k'íiwikil koonol	ASPECT:PRG	Táan in bin koonol tu k'íiwikil koonol
Maya1139	Taak in bin koonol tu k'íiwikil koonol	ASPECT:PRG	Táan in bin koonol tu k'íiwikil koonol
Maya1140	K'a'abéet in bin koonol tu k'íiwikil koonol	ASPECT:PRG	Táan in bin koonol tu k'íiwikil koonol
Maya1141	Kin bin koonol tu k'íiwikil koonol	ASPECT:PRG	Táan in bin koonol tu k'íiwikil koonol
Maya1142	Suuk in bin koonol tu k'íiwikil koonol	ASPECT:PRG	Táan in bin koonol tu k'íiwikil koonol
Maya1459	Ma' tan a k'íilkabi'	PERSON:1_SI	Ma' tan in k'íilkabi'
Maya1460	Ma' tan u k'íilkabi'	PERSON:1_SI	Ma' tan in k'íilkabi'
Maya1461	Ma' tan k k'íilkabi'	PERSON:1_SI	Ma' tan in k'íilkabi'
Maya1462	Ma' tan a k'íilkabe'exi'	PERSON:1_SI	Ma' tan in k'íilkabi'
Maya1463	Ma' tan u k'íilkabo'obi'	PERSON:1_SI	Ma' tan in k'íilkabi'
Maya1228	Teche' ka báaxal paarkée	PERSON:1_SI	Tene' kin báaxal paarkée
Maya1229	Leti'e' ku báaxal paarkée	PERSON:1_SI	Tene' kin báaxal paarkée
Maya1230	To'one' k báaxal paarkée	PERSON:1_SI	Tene' kin báaxal paarkée
Maya1231	Te'exe' ka báaxale'ex paarkée	PERSON:1_SI	Tene' kin báaxal paarkée
Maya1232	Leti'obe' ku báaxalo'ob paarkée	PERSON:1_SI	Tene' kin báaxal paarkée
Maya1052	Teche' áak'ab wáaj ka bin tu k'íiwikil koonol	PERSON:1_SI	Tene' áak'ab wáaj kin bin tu k'íiwikil koonol
Maya1053	Leti'e' áak'ab wáaj ku bin tu k'íiwikil koonol	PERSON:1_SI	Tene' áak'ab wáaj kin bin tu k'íiwikil koonol
Maya1054	To'one' áak'ab wáaj k bin tu k'íiwikil koonol	PERSON:1_SI	Tene' áak'ab wáaj kin bin tu k'íiwikil koonol
Maya1055	Te'exe' áak'ab wáaj ka bine'ex tu k'íiwikil koonol	PERSON:1_SI	Tene' áak'ab wáaj kin bin tu k'íiwikil koonol
Maya1702	K'a'abéet wáaj in jóok'ol koonol tu k'íiwikil koonol	ASPECT:COM	Yaan wáaj in jóok'ol koonol tu k'íiwikil koonol
Maya1703	Kin jóok'ol wáaj koonol tu k'íiwikil koonol	ASPECT:COM	Yaan wáaj in jóok'ol koonol tu k'íiwikil koonol
Maya1704	Suuk wáaj in jóok'ol koonol tu k'íiwikil koonol	ASPECT:COM	Yaan wáaj in jóok'ol koonol tu k'íiwikil koonol
Maya1639	Teche' ka bin paak'áal ich kool wáaj	SUBTYPE:DEC	Teche' ka bin paak'áal ich kool
Maya1640	Teche' ma' táan a bin paak'áal tu kool	"TYPE:AFF, ASPECT:HAB"	Teche' ka bin paak'áal ich kool
Maya1380	Táan a xook tu naajil xook	PERSON:1_SI	Táan in xook tu naajil xook
Maya1381	Táan u xook tu naajil xook	PERSON:1_SI	Táan in xook tu naajil xook
Maya1382	Táan k xook tu naajil xook	PERSON:1_SI	Táan in xook tu naajil xook
Maya1383	Táan a xooke'ex xook tu naajil xook	PERSON:1_SI	Táan in xook tu naajil xook
Maya1384	Táan u xooko'ob tu naajil xook	PERSON:1_SI	Táan in xook tu naajil xook
Maya1271	Ta míistik in najil	PERSON:1_SI	Tin míistik in najil
Maya1272	Táan a míistik in najil	PERSON:1_SI	Tin míistik in najil
Maya1536	Ba'ax ja'abil jsíijij	PERSON:1_SI	Ba'ax ja'abil jsíijen
Maya1537	Ba'ax ja'abil jsíije'ex	PERSON:1_SI	Ba'ax ja'abil jsíijen
Maya1538	Ba'ax ja'abil jsíijo'ob	PERSON:1_SI	Ba'ax ja'abil jsíijen
Maya1417	Yaan a báaxal tu naajil báaxal	PERSON:1_SI	Yaan in báaxal tu naajil báaxal
Maya1418	Yaan u báaxal tu naajil báaxal	PERSON:1_SI	Yaan in báaxal tu naajil báaxal
Maya1419	Yaan k báaxal tu naajil báaxal	PERSON:1_SI	Yaan in báaxal tu naajil báaxal
Maya1420	Yaan a báaxale'ex báaxal tu naajil báaxal	PERSON:1_SI	Yaan in báaxal tu naajil báaxal
Maya1421	Yaan u báaxalo'ob tu naajil báaxal	PERSON:1_SI	Yaan in báaxal tu naajil báaxal
Maya1134	Leti'e' áak'ab wáaj ku bin tu k'íiwikil koonol	SUBTYPE:DEC	Leti'e' áak'ab ku bin tu k'íiwikil koonol
Maya1135	Leti'e' ma' áak'ab wáaj ku bin tu k'íiwikil koonoli'	"TYPE:AFF, SUBTYPE:DEC"	Leti'e' áak'ab ku bin tu k'íiwikil koonol
Maya1108	Sáansamal ku bino'ob koonol merkaado	PERSON:1_SI	Sáansamal kin bin koonol merkaado
Maya1109	Sáansamal ka bine'ex koonol merkaado	PERSON:1_SI	Sáansamal kin bin koonol merkaado
Maya1402	Yaan a suut tu naajil xook	PERSON:1_SI	Yaan in suut tu naajil xook
Maya1403	Yaan u suut tu naajil xook	PERSON:1_SI	Yaan in suut tu naajil xook
Maya1404	Yaan k suut tu naajil xook	PERSON:1_SI	Yaan in suut tu naajil xook
Maya1405	Yaan a suute'ex xook tu naajil xook	PERSON:1_SI	Yaan in suut tu naajil xook
Maya1406	Yaan u suuto'ob tu naajil xook	PERSON:1_SI	Yaan in suut tu naajil xook
Maya1635	Ma' tin manaj u k'áaxil uti'al in kooli'	TYPE:AFF	Tin manaj u k'áaxil uti'al in beetik in kool
Maya1087	Ook'in a bin tu k'íiwikil koonol	PERSON:1_SI	Ook'in in bin tu k'íiwikil koonol
Maya1088	Ook'in u bino'ob k'íiwikil koonol	PERSON:1_SI	Ook'in in bin tu k'íiwikil koonol
Maya1089	Ook'in a bine'ex k'íiwikil koonol	PERSON:1_SI	Ook'in in bin tu k'íiwikil koonol
Maya1273	Tu kaxtik a najil	PERSON:1_SI	Tin kaxtik a najil
Maya1274	Tan k kaxtik a najil	PERSON:1_SI	Tin kaxtik a najil
Maya1275	Táan u kaxtik a najil	PERSON:1_SI	Tin kaxtik a najil
Maya1276	Táan k kaxtik a najil	PERSON:1_SI	Tin kaxtik a najil
Maya1277	Tu kaxko'ob a najil	PERSON:1_SI	Tin kaxtik a najil
Maya1278	Táan u kaxtiko'ob a naajil	PERSON:1_SI	Tin kaxtik a najil
Maya1446	Ku yu'ubik wáaj ooxol	PERSON:2_SI	Ka wu'uyik wáaj ooxol
Maya1447	To'one' k u'uyik wáaj ooxol	PERSON:2_SI	Ka wu'uyik wáaj ooxol
Maya1448	To'one' k u'uyik wáaj ooxol	PERSON:2_SI	Ka wu'uyik wáaj ooxol
Maya1449	Te'exe' ka wu'uyike'ex wáaj ooxol	PERSON:2_SI	Ka wu'uyik wáaj ooxol
Maya1450	Leti'o'obe' ku yu'ubiko'ob ooxol	PERSON:2_SI	Ka wu'uyik wáaj ooxol
Maya1270	Ta konaj a najil	PERSON:1_SI	Tin konaj in najil
Maya1143	Káaj in bin koonol tu k'íiwikil koonol	ASPECT:TER	Ts'o'ok in bin koonol tu k'íiwikil koonol
Maya1144	Táant in bin koonol tu k'íiwikil koonole'	ASPECT:TER	Ts'o'ok in bin koonol tu k'íiwikil koonol
Maya1673	Tene' in wojel wáaj bix u k'aaba'	SUBTYPE:DEC	Tene' in wojel bix u k'aaba'
Maya1674	Tene' ma' in wojel bix u k'aaba'i'	TYPE:AFF	Tene' in wojel bix u k'aaba'
Maya1307	Jbinech yéetel a éetailo'ob janal ich kool	PERSON:1_SI	Jbinen yéetel in éetailo'ob janal ich kool
Maya1193	Ma' wáaj tu bin merkaado	PERSON:2_SI	Ma' wáaj ta bin merkaado
Maya1194	Ma' wáaj ta bine'ex merkaado	PERSON:2_SI	Ma' wáaj ta bin merkaado
Maya1195	Ma' wáaj tu bino'ob merkaado	PERSON:2_SI	Ma' wáaj ta bin merkaado
Maya1366	Teche' yaan tech u áanalte'il a xook matemáticas	PERSON:1_SI	Tene' yaan ten u áanalte'il in xook matemáticas
Maya1367	Leti'e' yaan u áanalte'il u xook matemáticas	PERSON:1_SI	Tene' yaan ten u áanalte'il in xook matemáticas
Maya1368	To'onen yaanto'on u áanalte'il k xook matemáticas	PERSON:1_SI	Tene' yaan ten u áanalte'il in xook matemáticas
Maya1369	Te'exe' yaante'ex u áanalte'il u xookil matemáticas	PERSON:1_SI	Tene' yaan ten u áanalte'il in xook matemáticas
Maya1041	Jach wáaj k'a'abéet in bin k'íiwikil koonol	PERSON:2_SI	Jach wáaj k'a'abéet a bin k'íiwikil koonol
Maya1042	Jach k'a'abéet wáaj u bin tu k'íiwikil koonol	PERSON:2_SI	Jach wáaj k'a'abéet a bin k'íiwikil koonol
Maya1043	Jach k'a'abéet wáaj u bino'ob tu k'íiwikil koonol	PERSON:2_SI	Jach wáaj k'a'abéet a bin k'íiwikil koonol
Maya1044	Jach k'a'abéet wáaj a bine'ex tu k'íiwikil koonol	PERSON:2_SI	Jach wáaj k'a'abéet a bin k'íiwikil koonol
Maya1549	Ma' a wojel u ja'abili'	PERSON:1_SI	Ma' in wojel u ja'abili'
Maya1550	Ma' u yojel u ja'abili'	PERSON:1_SI	Ma' in wojel u ja'abili'
Maya1551	Ma' k ojel u ja'abili'	PERSON:1_SI	Ma' in wojel u ja'abili'
Maya1552	Ma' a wojele'ex u ja'abili'	PERSON:1_SI	Ma' in wojel u ja'abili'
Maya1553	Ma' u yojelo'ob u ja'abili'	PERSON:1_SI	Ma' in wojel u ja'abili'
Maya1298	Ki'imak a wóol a bin ich kool	PERSON:1_SI	Ki'imak in wóol in bin ich kool
Maya1299	Ki'imak u yóolo'ob u bino'ob tu koolo'ob	PERSON:1_SI	Ki'imak in wóol in bin ich kool
Maya1569	Tu'ux kajakbalech	PERSON:1_SI	Tu'ux kajakbalen
Maya1570	Tu'ux kajakbal	PERSON:1_SI	Tu'ux kajakbalen
Maya1571	Tu'ux kajakbalo'on	PERSON:1_SI	Tu'ux kajakbalen
Maya1572	Tu'ux kajakbale'ex	PERSON:1_SI	Tu'ux kajakbalen
Maya1573	Tu'ux kajakbalo'ob	PERSON:1_SI	Tu'ux kajakbalen
Maya1390	Táan wáaj u boon tu naajil xook	PERSON:2_SI	Táan wáaj a boon tu naajil xook
Maya1391	Táan wáaj k boon tu naajil xook	PERSON:2_SI	Táan wáaj a boon tu naajil xook
Maya1392	Táan wáaj a boone'ex xook tu naajil xook	PERSON:2_SI	Táan wáaj a boon tu naajil xook
Maya1393	Táan wáaj u boono'ob tu naajil xook	PERSON:2_SI	Táan wáaj a boon tu naajil xook
Maya1488	Tu yilaj wáaj u sáastal tu kaajal	PERSON:2_SI	Ta wilaj wáaj u sáastal ta kaajal
Maya1489	K ilaj wáaj u sáastal k kaajal	PERSON:2_SI	Ta wilaj wáaj u sáastal ta kaajal
Maya1490	Tu yilo'ob wáaj u sáastal tu kaajalo'ob	PERSON:2_SI	Ta wilaj wáaj u sáastal ta kaajal
Maya1491	Ta wile'ex wáaj u sáastal ta kaajale'ex	PERSON:2_SI	Ta wilaj wáaj u sáastal ta kaajal
Maya1208	Ta míistaj wáaj a wotoch	SUBTYPE:DEC	Táan a míistik a wotoch
Maya1225	Ook'in a bin merkaado	PERSON:1_SI	Ook'in in bin merkaado
Maya1226	Ook'in u bino'ob merkaado	PERSON:1_SI	Ook'in in bin merkaado
Maya1227	Ook'in a bine'ex merkaado	PERSON:1_SI	Ook'in in bin merkaado
Maya1154	Ki'imak a wóol a bin merkaado	PERSON:1_SI	Ki'imak in wóol in bin merkaado
Maya1155	Ki'imak u yóolo'ob u bino'ob merkaado	PERSON:1_SI	Ki'imak in wóol in bin merkaado
Maya1398	Táan wáaj u báaxal tu naajil báaxal	PERSON:2_SI	Táan wáaj a báaxal tu naajil báaxal
Maya1399	Táan wáaj k báaxal tu naajil báaxal	PERSON:2_SI	Táan wáaj a báaxal tu naajil báaxal
Maya1400	Táan wáaj a báaxale'ex báaxal tu naajil báaxal	PERSON:2_SI	Táan wáaj a báaxal tu naajil báaxal
Maya1401	Táan wáaj u báaxalo'ob tu naajil báaxal	PERSON:2_SI	Táan wáaj a báaxal tu naajil báaxal
Maya1710	Máax yéetel táan a bin koonol tu kúuchil báaxal	"SUBTYPE:INT, ASPECT:HAB"	Máax yéetel ka bin koonol tu kúuchil báaxal
Maya1711	Máax yéetel suuk a bin koonol tu kúuchil báaxal	"SUBTYPE:INT, ASPECT:HAB"	Máax yéetel ka bin koonol tu kúuchil báaxal
Maya1712	Máax yéetel k'a'abéet a bin koonol tu kúuchil báaxal	"SUBTYPE:INT, ASPECT:HAB"	Máax yéetel ka bin koonol tu kúuchil báaxal
